Survived,Pclass,Age,SibSp,Parch,Fare,Sex,Embarked,Age_Range,Fare_range
0.0,3.0,23.5,0.0,0.0,7.2292,male,C,21 - 30,1 - 10
0.0,1.0,2.0,1.0,2.0,151.55,female,S,1 - 5,81 - 160
1.0,1.0,39.5,0.0,0.0,30.5,male,S,31 - 40,21 - 40
1.0,1.0,50.0,0.0,1.0,247.5208,female,C,41 - 55,161 - 320
1.0,3.0,19.0,0.0,0.0,7.75,female,Q,16 - 20,1 - 10
1.0,3.0,27.0,2.0,0.0,23.25,male,Q,21 - 30,21 - 40
0.0,3.0,19.0,0.0,0.0,0.0,male,S,16 - 20,0
1.0,2.0,29.0,0.0,0.0,12.35,female,Q,21 - 30,11 - 20
0.0,3.0,27.5,0.0,0.0,8.05,male,S,21 - 30,1 - 10
1.0,1.0,0.92,1.0,2.0,151.55,male,S,1 - 5,81 - 160
1.0,1.0,28.0,0.0,0.0,110.8833,female,C,21 - 30,81 - 160
1.0,1.0,17.0,1.0,0.0,108.9,female,C,16 - 20,81 - 160
0.0,2.0,30.0,1.0,0.0,24.0,male,C,21 - 30,21 - 40
1.0,1.0,30.0,0.0,0.0,56.9292,female,C,21 - 30,41 - 80
1.0,1.0,24.0,0.0,0.0,83.1583,female,C,21 - 30,81 - 160
1.0,1.0,18.0,2.0,2.0,262.375,female,C,16 - 20,161 - 320
0.0,2.0,26.0,1.0,1.0,26.0,female,S,21 - 30,21 - 40
0.0,3.0,28.0,0.0,0.0,7.8958,male,S,21 - 30,1 - 10
0.0,2.0,43.0,1.0,1.0,26.25,male,S,41 - 55,21 - 40
1.0,3.0,26.0,0.0,0.0,7.8542,female,S,21 - 30,1 - 10
1.0,2.0,24.0,1.0,0.0,26.0,female,S,21 - 30,21 - 40
0.0,2.0,54.0,0.0,0.0,14.0,male,S,51 - 60,11 - 20
1.0,1.0,31.0,0.0,2.0,164.8667,female,S,31 - 40,161 - 320
1.0,1.0,40.0,1.0,1.0,134.5,female,C,31 - 40,81 - 160
0.0,3.0,22.0,0.0,0.0,7.25,male,S,21 - 30,1 - 10
0.0,3.0,27.0,0.0,0.0,7.8958,male,S,21 - 30,1 - 10
1.0,2.0,30.0,0.0,0.0,12.35,female,Q,21 - 30,11 - 20
1.0,2.0,22.0,1.0,1.0,29.0,female,S,21 - 30,21 - 40
0.0,3.0,45.5,8.0,2.0,69.55,male,S,41 - 55,41 - 80
1.0,1.0,36.0,0.0,0.0,135.6333,female,C,31 - 40,81 - 160
0.0,3.0,61.0,0.0,0.0,6.2375,male,S,61 - 70,1 - 10
1.0,2.0,36.0,0.0,0.0,13.0,female,S,31 - 40,11 - 20
1.0,3.0,31.0,1.0,1.0,20.525,female,S,31 - 40,21 - 40
1.0,1.0,16.0,0.0,1.0,57.9792,female,C,16 - 20,41 - 80
1.0,3.0,16.0,2.0,0.0,23.25,female,Q,16 - 20,21 - 40
0.0,1.0,45.5,0.0,0.0,28.5,male,S,41 - 55,21 - 40
0.0,1.0,38.0,0.0,1.0,153.4625,male,S,31 - 40,81 - 160
0.0,3.0,16.0,2.0,0.0,18.0,male,S,16 - 20,11 - 20
1.0,1.0,40.5,1.0,0.0,133.65,female,S,41 - 55,81 - 160
0.0,3.0,33.0,0.0,0.0,7.8958,male,S,31 - 40,1 - 10
0.0,1.0,29.0,1.0,0.0,66.6,male,S,21 - 30,41 - 80
1.0,1.0,41.0,0.0,0.0,134.5,female,C,41 - 55,81 - 160
1.0,3.0,45.0,0.0,0.0,8.05,male,S,41 - 55,1 - 10
0.0,1.0,45.0,0.0,0.0,35.5,male,S,41 - 55,21 - 40
1.0,2.0,2.0,1.0,1.0,26.0,male,S,1 - 5,21 - 40
1.0,1.0,24.0,3.0,2.0,263.0,female,S,21 - 30,161 - 320
0.0,2.0,28.0,0.0,0.0,13.0,male,S,21 - 30,11 - 20
0.0,2.0,25.0,0.0,0.0,13.0,male,S,21 - 30,11 - 20
0.0,2.0,36.0,0.0,0.0,13.0,male,S,31 - 40,11 - 20
1.0,2.0,24.0,0.0,0.0,13.0,female,S,21 - 30,11 - 20
1.0,2.0,40.0,0.0,0.0,13.0,female,S,31 - 40,11 - 20
1.0,3.0,25.0,1.0,0.0,16.1,female,S,21 - 30,11 - 20
1.0,3.0,3.0,1.0,1.0,15.9,male,S,1 - 5,11 - 20
0.0,3.0,42.0,0.0,0.0,8.6625,male,S,41 - 55,1 - 10
0.0,3.0,23.0,0.0,0.0,9.225,male,S,21 - 30,1 - 10
0.0,1.0,58.0,0.0,0.0,35.0,male,S,51 - 60,21 - 40
0.0,3.0,15.0,1.0,1.0,7.2292,male,C,11 - 15,1 - 10
0.0,3.0,25.0,1.0,0.0,17.8,male,S,21 - 30,11 - 20
0.0,3.0,37.75,0.0,0.0,7.225,male,C,31 - 40,1 - 10
0.0,3.0,28.0,0.0,0.0,9.5,male,S,21 - 30,1 - 10
1.0,1.0,22.0,0.0,1.0,55.0,female,S,21 - 30,41 - 80
0.0,2.0,38.0,0.0,0.0,13.0,female,S,31 - 40,11 - 20
1.0,3.0,22.5,0.0,0.0,7.8792,female,Q,21 - 30,1 - 10
1.0,3.0,22.5,0.0,0.0,7.8792,female,Q,21 - 30,1 - 10
0.0,3.0,40.0,1.0,4.0,27.9,male,S,31 - 40,21 - 40
0.0,2.0,29.0,1.0,0.0,27.7208,male,C,21 - 30,21 - 40
0.0,3.0,45.0,0.0,1.0,14.4542,female,C,41 - 55,11 - 20
0.0,3.0,35.0,0.0,0.0,7.05,male,S,31 - 40,1 - 10
0.0,3.0,34.0,1.0,0.0,15.5,male,Q,31 - 40,11 - 20
0.0,3.0,30.0,0.0,0.0,7.25,male,S,21 - 30,1 - 10
1.0,1.0,60.0,1.0,0.0,75.25,female,C,51 - 60,41 - 80
1.0,3.0,14.0,0.0,0.0,7.2292,female,C,11 - 15,1 - 10
1.0,3.0,19.0,0.0,0.0,7.75,female,Q,16 - 20,1 - 10
1.0,1.0,24.0,0.0,0.0,69.3,female,C,21 - 30,41 - 80
1.0,1.0,25.0,1.0,0.0,55.4417,male,C,21 - 30,41 - 80
0.0,3.0,18.0,1.0,0.0,6.4958,male,S,16 - 20,1 - 10
0.0,3.0,19.0,0.0,0.0,8.05,male,S,16 - 20,1 - 10
0.0,1.0,22.0,0.0,0.0,135.6333,male,C,21 - 30,81 - 160
0.0,3.0,3.0,3.0,1.0,21.075,female,S,1 - 5,21 - 40
1.0,1.0,29.5,1.0,0.0,82.1708,female,C,21 - 30,81 - 160
1.0,3.0,22.0,0.0,0.0,7.25,female,S,21 - 30,1 - 10
0.0,1.0,27.0,0.0,2.0,211.5,male,C,21 - 30,161 - 320
0.0,3.0,20.0,0.0,0.0,4.0125,male,C,16 - 20,1 - 10
0.0,3.0,19.0,0.0,0.0,7.775,male,S,16 - 20,1 - 10
1.0,1.0,42.0,0.0,0.0,227.525,female,C,41 - 55,161 - 320
1.0,3.0,1.0,0.0,2.0,15.7417,female,C,1 - 5,11 - 20
0.0,3.0,32.0,0.0,0.0,7.925,male,S,31 - 40,1 - 10
1.0,1.0,35.0,1.0,0.0,52.0,female,S,31 - 40,41 - 80
0.0,3.0,33.0,0.0,0.0,7.8958,male,S,31 - 40,1 - 10
0.0,2.0,18.0,0.0,0.0,73.5,male,S,16 - 20,41 - 80
0.0,3.0,1.0,5.0,2.0,46.9,male,S,1 - 5,41 - 80
1.0,2.0,36.0,0.0,0.0,13.0,female,S,31 - 40,11 - 20
0.0,3.0,23.0,0.0,0.0,7.7292,male,Q,21 - 30,1 - 10
1.0,2.0,17.0,0.0,0.0,12.0,female,C,16 - 20,11 - 20
1.0,1.0,36.0,1.0,2.0,120.0,male,S,31 - 40,81 - 160
1.0,3.0,21.0,0.0,0.0,7.7958,male,S,21 - 30,1 - 10
0.0,3.0,28.0,2.0,0.0,7.925,male,S,21 - 30,1 - 10
1.0,1.0,23.0,1.0,0.0,113.275,female,C,21 - 30,81 - 160
1.0,3.0,24.0,0.0,2.0,16.7,female,S,21 - 30,11 - 20
0.0,3.0,22.0,0.0,0.0,7.7958,male,S,21 - 30,1 - 10
0.0,3.0,31.0,0.0,0.0,7.8542,female,S,31 - 40,1 - 10
0.0,2.0,46.0,0.0,0.0,26.0,male,S,41 - 55,21 - 40
0.0,2.0,23.0,0.0,0.0,10.5,male,S,21 - 30,11 - 20
1.0,2.0,28.0,0.0,0.0,12.65,female,S,21 - 30,11 - 20
1.0,3.0,39.0,0.0,0.0,7.925,male,S,31 - 40,1 - 10
0.0,3.0,26.0,0.0,0.0,8.05,male,S,21 - 30,1 - 10
0.0,3.0,21.0,1.0,0.0,9.825,female,S,21 - 30,1 - 10
0.0,3.0,28.0,1.0,0.0,15.85,male,S,21 - 30,11 - 20
0.0,3.0,20.0,0.0,0.0,8.6625,female,S,16 - 20,1 - 10
0.0,2.0,34.0,1.0,0.0,21.0,male,S,31 - 40,21 - 40
0.0,3.0,51.0,0.0,0.0,7.75,male,S,51 - 60,1 - 10
1.0,2.0,3.0,1.0,1.0,18.75,male,S,1 - 5,11 - 20
0.0,3.0,21.0,0.0,0.0,7.775,male,S,21 - 30,1 - 10
0.0,3.0,25.0,3.0,1.0,25.4667,female,S,21 - 30,21 - 40
0.0,3.0,33.0,0.0,0.0,7.8958,male,S,31 - 40,1 - 10
0.0,3.0,32.0,0.0,0.0,6.8583,male,Q,31 - 40,1 - 10
1.0,1.0,33.0,1.0,0.0,90.0,female,Q,31 - 40,81 - 160
0.0,2.0,38.0,0.0,0.0,0.0,male,S,31 - 40,0
1.0,3.0,44.0,0.0,0.0,7.925,male,S,41 - 55,1 - 10
0.0,3.0,25.5,0.0,0.0,8.05,female,S,21 - 30,1 - 10
1.0,2.0,34.0,1.0,1.0,32.5,female,S,31 - 40,21 - 40
1.0,2.0,18.0,0.0,2.0,13.0,female,S,16 - 20,11 - 20
0.0,2.0,30.0,0.0,0.0,13.0,male,S,21 - 30,11 - 20
0.0,3.0,10.0,0.0,2.0,24.15,female,S,6 - 10,21 - 40
0.0,3.0,33.0,0.0,0.0,7.8958,male,C,31 - 40,1 - 10
0.0,3.0,21.0,0.0,0.0,7.7333,male,Q,21 - 30,1 - 10
0.0,3.0,29.0,0.0,0.0,7.875,male,S,21 - 30,1 - 10
0.0,3.0,28.0,1.0,1.0,14.4,female,S,21 - 30,11 - 20
0.0,3.0,18.0,1.0,1.0,20.2125,male,S,16 - 20,21 - 40
0.0,3.0,40.5,0.0,0.0,7.25,male,S,41 - 55,1 - 10
1.0,2.0,28.0,1.0,0.0,26.0,female,S,21 - 30,21 - 40
1.0,2.0,19.0,0.0,0.0,26.0,female,S,16 - 20,21 - 40
0.0,3.0,67.75,0.0,0.0,7.75,male,Q,61 - 70,1 - 10
1.0,3.0,32.0,0.0,0.0,8.05,male,S,31 - 40,1 - 10
1.0,1.0,28.0,0.0,0.0,26.55,male,S,21 - 30,21 - 40
1.0,3.0,25.0,1.0,0.0,16.1,female,S,21 - 30,11 - 20
1.0,2.0,42.0,1.0,0.0,26.0,female,S,41 - 55,21 - 40
0.0,3.0,17.0,0.0,0.0,7.125,male,S,16 - 20,1 - 10
0.0,1.0,50.0,1.0,0.0,55.9,male,S,41 - 55,41 - 80
1.0,1.0,14.0,1.0,2.0,120.0,female,S,11 - 15,81 - 160
0.0,3.0,21.0,2.0,2.0,34.375,female,S,21 - 30,21 - 40
1.0,2.0,24.0,2.0,3.0,18.75,female,S,21 - 30,11 - 20
0.0,1.0,64.0,1.0,4.0,263.0,male,S,61 - 70,161 - 320
0.0,2.0,31.0,0.0,0.0,10.5,male,S,31 - 40,11 - 20
1.0,2.0,45.0,1.0,1.0,26.25,female,S,41 - 55,21 - 40
0.0,3.0,20.0,0.0,0.0,9.5,male,S,16 - 20,1 - 10
0.0,3.0,25.0,1.0,0.0,7.775,male,S,21 - 30,1 - 10
1.0,2.0,28.0,0.0,0.0,13.0,female,S,21 - 30,11 - 20
1.0,3.0,31.5,0.0,0.0,8.1125,male,S,31 - 40,1 - 10
1.0,1.0,4.0,0.0,2.0,81.8583,male,S,1 - 5,81 - 160
1.0,2.0,13.0,0.0,1.0,19.5,female,S,11 - 15,11 - 20
1.0,1.0,34.0,0.0,0.0,26.55,male,S,31 - 40,21 - 40
1.0,3.0,5.0,2.0,1.0,19.2583,female,C,1 - 5,11 - 20
1.0,1.0,52.0,0.0,0.0,30.5,male,S,51 - 60,21 - 40
0.0,2.0,36.0,1.0,2.0,27.75,male,S,31 - 40,21 - 40
0.0,3.0,17.0,1.0,0.0,19.9667,male,S,16 - 20,11 - 20
0.0,1.0,30.0,0.0,0.0,27.75,male,C,21 - 30,21 - 40
1.0,1.0,49.0,1.0,0.0,89.1042,male,C,41 - 55,81 - 160
0.0,3.0,27.5,0.0,0.0,8.05,male,S,21 - 30,1 - 10
1.0,3.0,29.0,0.0,0.0,7.8958,male,C,21 - 30,1 - 10
0.0,1.0,65.0,0.0,0.0,26.55,male,S,61 - 70,21 - 40
1.0,1.0,44.0,1.0,0.0,51.8625,female,S,41 - 55,41 - 80
1.0,2.0,50.0,0.0,0.0,10.5,female,S,41 - 55,11 - 20
0.0,3.0,67.75,0.0,0.0,7.75,male,Q,61 - 70,1 - 10
1.0,1.0,48.0,0.0,0.0,26.55,male,S,41 - 55,21 - 40
0.0,3.0,34.0,0.0,0.0,8.05,male,S,31 - 40,1 - 10
0.0,1.0,47.0,0.0,0.0,38.5,male,S,41 - 55,21 - 40
0.0,2.0,48.0,0.0,0.0,13.0,male,S,41 - 55,11 - 20
0.0,3.0,27.5,0.0,0.0,8.05,male,S,21 - 30,1 - 10
0.0,3.0,38.0,0.0,0.0,7.05,male,S,31 - 40,1 - 10
0.0,2.0,38.0,0.0,0.0,0.0,male,S,31 - 40,0
0.0,1.0,56.0,0.0,0.0,26.55,male,S,51 - 60,21 - 40
0.0,3.0,23.0,0.0,0.0,7.725,male,Q,21 - 30,1 - 10
1.0,3.0,0.75,2.0,1.0,19.2583,female,C,1 - 5,11 - 20
0.0,3.0,40.5,0.0,0.0,7.25,male,S,41 - 55,1 - 10
0.0,3.0,38.0,0.0,0.0,8.6625,male,S,31 - 40,1 - 10
1.0,2.0,33.0,1.0,2.0,27.75,female,S,31 - 40,21 - 40
1.0,2.0,23.0,0.0,0.0,13.7917,female,C,21 - 30,11 - 20
0.0,3.0,22.0,0.0,0.0,9.8375,female,S,21 - 30,1 - 10
0.0,1.0,50.5,0.0,0.0,52.0,male,S,51 - 60,41 - 80
0.0,2.0,34.0,1.0,0.0,21.0,male,S,31 - 40,21 - 40
0.0,3.0,29.0,1.0,0.0,7.0458,male,S,21 - 30,1 - 10
0.0,3.0,22.0,0.0,0.0,7.5208,male,S,21 - 30,1 - 10
1.0,3.0,2.0,0.0,1.0,12.2875,female,S,1 - 5,11 - 20
0.0,3.0,9.0,5.0,2.0,46.9,male,S,6 - 10,41 - 80
0.0,2.0,38.0,0.0,0.0,0.0,male,S,31 - 40,0
0.0,3.0,50.0,0.0,0.0,8.05,male,S,41 - 55,1 - 10
1.0,3.0,63.0,0.0,0.0,9.5875,female,S,61 - 70,1 - 10
1.0,1.0,25.0,1.0,0.0,91.0792,male,C,21 - 30,81 - 160
0.0,3.0,25.0,3.0,1.0,25.4667,female,S,21 - 30,21 - 40
1.0,1.0,35.0,1.0,0.0,90.0,female,S,31 - 40,81 - 160
0.0,1.0,58.0,0.0,0.0,29.7,male,C,51 - 60,21 - 40
0.0,3.0,30.0,0.0,0.0,8.05,male,S,21 - 30,1 - 10
1.0,3.0,9.0,1.0,1.0,15.9,male,S,6 - 10,11 - 20
0.0,3.0,17.0,1.0,0.0,19.9667,male,S,16 - 20,11 - 20
0.0,3.0,21.0,0.0,0.0,7.25,male,S,21 - 30,1 - 10
0.0,1.0,55.0,0.0,0.0,30.5,male,S,51 - 60,21 - 40
0.0,1.0,71.0,0.0,0.0,49.5042,male,C,71 - 80,41 - 80
0.0,3.0,21.0,0.0,0.0,8.05,male,S,21 - 30,1 - 10
0.0,3.0,22.5,0.0,0.0,14.4583,male,C,21 - 30,11 - 20
1.0,1.0,54.0,1.0,0.0,78.2667,female,C,51 - 60,41 - 80
0.0,3.0,20.0,0.0,0.0,15.1,male,S,16 - 20,11 - 20
0.0,1.0,25.0,1.0,2.0,151.55,female,S,21 - 30,81 - 160
0.0,3.0,24.0,0.0,0.0,7.7958,male,S,21 - 30,1 - 10
0.0,3.0,17.0,0.0,0.0,8.6625,male,S,16 - 20,1 - 10
0.0,3.0,21.0,0.0,0.0,7.75,female,Q,21 - 30,1 - 10
0.0,3.0,33.0,0.0,0.0,7.6292,female,Q,31 - 40,1 - 10
0.0,3.0,37.0,0.0,0.0,9.5875,female,S,31 - 40,1 - 10
1.0,1.0,16.0,0.0,0.0,86.5,female,S,16 - 20,81 - 160
0.0,1.0,18.0,1.0,0.0,108.9,male,C,16 - 20,81 - 160
1.0,2.0,33.0,0.0,2.0,26.0,female,S,31 - 40,21 - 40
1.0,1.0,39.5,0.0,0.0,26.55,male,S,31 - 40,21 - 40
0.0,3.0,28.0,0.0,0.0,22.525,male,S,21 - 30,21 - 40
1.0,3.0,26.0,0.0,0.0,56.4958,male,S,21 - 30,41 - 80
1.0,3.0,29.0,0.0,0.0,7.75,male,Q,21 - 30,1 - 10
0.0,3.0,27.5,0.0,0.0,8.05,male,S,21 - 30,1 - 10
1.0,1.0,36.0,0.0,0.0,26.2875,male,S,31 - 40,21 - 40
1.0,1.0,54.0,1.0,0.0,59.4,female,C,51 - 60,41 - 80
0.0,3.0,24.0,0.0,0.0,7.4958,male,S,21 - 30,1 - 10
0.0,1.0,47.0,0.0,0.0,34.0208,male,S,41 - 55,21 - 40
1.0,2.0,34.0,0.0,0.0,10.5,female,S,31 - 40,11 - 20
0.0,3.0,37.5,0.0,0.0,24.15,male,Q,31 - 40,21 - 40
1.0,2.0,36.0,1.0,0.0,26.0,female,S,31 - 40,21 - 40
0.0,3.0,32.0,0.0,0.0,7.8958,male,S,31 - 40,1 - 10
1.0,1.0,30.0,0.0,0.0,93.5,female,S,21 - 30,81 - 160
0.0,3.0,22.0,0.0,0.0,7.8958,male,S,21 - 30,1 - 10
0.0,3.0,37.75,0.0,0.0,7.225,male,C,31 - 40,1 - 10
1.0,1.0,44.0,0.0,1.0,57.9792,female,C,41 - 55,41 - 80
0.0,3.0,25.25,0.0,0.0,7.2292,male,C,21 - 30,1 - 10
0.0,3.0,40.5,0.0,0.0,7.75,male,Q,41 - 55,1 - 10
1.0,2.0,50.0,0.0,0.0,10.5,female,S,41 - 55,11 - 20
0.0,1.0,40.0,0.0,0.0,221.7792,male,S,31 - 40,161 - 320
0.0,3.0,39.0,0.0,0.0,7.925,male,S,31 - 40,1 - 10
0.0,2.0,23.0,2.0,1.0,11.5,male,S,21 - 30,11 - 20
1.0,2.0,2.0,1.0,1.0,26.0,female,S,1 - 5,21 - 40
0.0,3.0,25.25,0.0,0.0,7.2292,male,C,21 - 30,1 - 10
0.0,3.0,17.0,1.0,1.0,7.2292,male,C,16 - 20,1 - 10
1.0,3.0,19.0,0.0,2.0,22.3583,female,C,16 - 20,21 - 40
0.0,3.0,30.0,0.0,0.0,8.6625,female,S,21 - 30,1 - 10
1.0,2.0,7.0,0.0,2.0,26.25,female,S,6 - 10,21 - 40
0.0,1.0,45.0,0.0,0.0,26.55,male,S,41 - 55,21 - 40
1.0,1.0,30.0,0.0,0.0,106.425,female,C,21 - 30,81 - 160
0.0,3.0,22.5,0.0,0.0,14.5,male,S,21 - 30,11 - 20
1.0,1.0,22.0,0.0,2.0,49.5,female,C,21 - 30,41 - 80
1.0,1.0,36.0,0.0,2.0,71.0,female,S,31 - 40,41 - 80
0.0,3.0,9.0,4.0,2.0,31.275,female,S,6 - 10,21 - 40
0.0,3.0,11.0,4.0,2.0,31.275,female,S,11 - 15,21 - 40
1.0,2.0,32.0,1.0,0.0,26.0,male,S,31 - 40,21 - 40
0.0,1.0,50.0,1.0,0.0,106.425,male,C,41 - 55,81 - 160
0.0,1.0,64.0,0.0,0.0,26.0,male,S,61 - 70,21 - 40
1.0,2.0,19.0,1.0,0.0,26.0,female,S,16 - 20,21 - 40
1.0,2.0,38.0,0.0,0.0,13.8625,male,C,31 - 40,11 - 20
0.0,3.0,33.0,1.0,1.0,20.525,male,S,31 - 40,21 - 40
1.0,2.0,8.0,1.0,1.0,36.75,male,S,6 - 10,21 - 40
1.0,1.0,17.0,0.0,2.0,110.8833,male,C,16 - 20,81 - 160
0.0,2.0,27.0,0.0,0.0,26.0,male,S,21 - 30,21 - 40
0.0,3.0,34.0,0.0,0.0,7.8292,male,Q,31 - 40,1 - 10
1.0,3.0,22.0,0.0,0.0,7.225,male,C,21 - 30,1 - 10
1.0,3.0,22.0,0.0,0.0,7.775,female,S,21 - 30,1 - 10
0.0,1.0,62.0,0.0,0.0,26.55,male,S,61 - 70,21 - 40
1.0,1.0,48.0,1.0,0.0,39.6,female,C,41 - 55,21 - 40
0.0,1.0,40.0,0.0,0.0,227.525,male,C,31 - 40,161 - 320
1.0,1.0,39.0,1.0,1.0,79.65,female,S,31 - 40,41 - 80
1.0,3.0,36.0,1.0,0.0,17.4,female,S,31 - 40,11 - 20
0.0,3.0,67.75,0.0,0.0,7.75,male,Q,61 - 70,1 - 10
0.0,3.0,40.0,0.0,0.0,7.8958,male,S,31 - 40,1 - 10
0.0,2.0,28.0,0.0,0.0,13.5,male,S,21 - 30,11 - 20
0.0,3.0,27.5,0.0,0.0,8.05,male,S,21 - 30,1 - 10
0.0,3.0,25.5,0.0,0.0,8.05,female,S,21 - 30,1 - 10
0.0,3.0,24.0,2.0,0.0,24.15,male,S,21 - 30,21 - 40
0.0,3.0,19.0,0.0,0.0,7.8958,male,S,16 - 20,1 - 10
0.0,3.0,29.0,0.0,4.0,21.075,female,S,21 - 30,21 - 40
0.0,3.0,25.25,0.0,0.0,7.2292,male,C,21 - 30,1 - 10
1.0,3.0,32.0,0.0,0.0,7.8542,male,S,31 - 40,1 - 10
1.0,2.0,62.0,0.0,0.0,10.5,male,S,61 - 70,11 - 20
1.0,1.0,53.0,2.0,0.0,51.4792,female,S,51 - 60,41 - 80
1.0,1.0,36.0,0.0,0.0,26.3875,male,S,31 - 40,21 - 40
1.0,3.0,19.0,0.0,0.0,7.75,female,Q,16 - 20,1 - 10
0.0,3.0,16.0,0.0,0.0,8.05,male,S,16 - 20,1 - 10
0.0,3.0,19.0,0.0,0.0,14.5,male,S,16 - 20,11 - 20
1.0,2.0,34.0,0.0,0.0,13.0,female,S,31 - 40,11 - 20
1.0,1.0,39.0,1.0,0.0,55.9,female,S,31 - 40,41 - 80
0.0,3.0,30.75,1.0,0.0,14.4583,female,C,31 - 40,11 - 20
1.0,3.0,32.0,0.0,0.0,7.925,male,S,31 - 40,1 - 10
1.0,2.0,25.0,1.0,1.0,30.0,female,S,21 - 30,21 - 40
1.0,1.0,39.0,1.0,1.0,110.8833,female,C,31 - 40,81 - 160
0.0,2.0,54.0,0.0,0.0,26.0,male,S,51 - 60,21 - 40
0.0,1.0,36.0,0.0,0.0,40.125,male,C,31 - 40,41 - 80
0.0,3.0,17.0,0.0,0.0,8.7125,male,C,16 - 20,1 - 10
1.0,1.0,18.0,0.0,2.0,79.65,female,S,16 - 20,41 - 80
0.0,2.0,47.0,0.0,0.0,15.0,male,S,41 - 55,11 - 20
1.0,1.0,60.0,1.0,1.0,79.2,male,C,51 - 60,41 - 80
0.0,3.0,22.0,0.0,0.0,8.05,male,S,21 - 30,1 - 10
0.0,3.0,27.5,0.0,0.0,8.05,male,S,21 - 30,1 - 10
0.0,3.0,35.0,0.0,0.0,7.125,male,S,31 - 40,1 - 10
1.0,1.0,52.0,1.0,0.0,78.2667,female,C,51 - 60,41 - 80
